Number,Short description,Assignment group,Issue Tag,Codes,TICKET_PROBLEM_TKTNOTE_ORIG,traincolumn
INC0004040950,job brp-c-cpsfiem0001hrctest1 failure code #nembor#,SAP App Batch Run - HBT/SPS (NTT Data),Job Failure,14,JOB BRP-C-CPSFIEM0001HRCTEST1 FAILURE Code 100 , job brp c cpsfiem0001hrctest1 failure code nembor
INC0004039968,job erp-c-hcc-bas-sap-ccms-moni-batch-dp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-CCMS-MONI-BATCH-DP FAILURE Code 5 , job erp c hcc bas sap ccms moni batch dp failure code nembor
INC0004035615,job bwp-c-cpsbina048501 failure code #nembor#,Analytics Batch Run (NTT Data),Job Failure,0,JOB BWP-C-CPSBINA048501 FAILURE Code 1 , job bwp c cpsbina048501 failure code nembor
INC0004038581,job erp-c-cga-p2p-zmm_ival_appr_nwk alarm maxrunalarm code,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-P2P-ZMM_IVAL_APPR_NWK ALARM  MAXRUNALARM Code  , job erp c cga p2p zmm ival appr nwk alarm maxrunalarm code
INC0004038216,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004039094,"order managementa , medium , <<pmt>> , h309284",SAP App Sourcing Run (NTT Data),,34,"ORDER MANAGEMENTA , MEDIUM , <<PMT>> , H309284", order managementa medium pmt h30 284
INC0004040545,"finance controllingp , medium,pmt,h310568",SAP App FICO Run (NTT Data),Invoice Issues,21,"FINANCE AND CONTROLLINGP , MEDIUM,PMT,H310568", finance controllingp medium pmt h310568
INC0004038047,job erp-c-hcc-bas-sap-collector-for-none-r3-stat failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-COLLECTOR-FOR-NONE-R3-STAT FAILURE Code 5 , job erp c hcc bas sap collector for none r3 stat failure code nembor
INC0004038912,job erp-c-cga-fi-zfi_ivalua_ne_mstrdata_fullext alarm maxrunalarm code,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI_IVALUA_NE_MstrData_FullExt ALARM  MAXRUNALARM Code  , job erp c cga fi zfi ivalua ne mstrdata fullext alarm maxrunalarm code
INC0004037847,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004038878,job erp-c-hts-fi #nembor#_zhrr_optional_quota_gen failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-FI-3310_ZHRR_OPTIONAL_QUOTA_GEN FAILURE Code 2 , job erp c hts fi nembor zhrr optional quota gen failure code nembor
INC0004038647,job brp-c-cpsfiem00000custclr67 failure code #nembor#,SAP App Batch Run - HBT/SPS (NTT Data),Job Failure,14,JOB BRP-C-CPSFIEM00000CUSTCLR67 FAILURE Code 1 , job brp c cpsfiem00000custclr6 failure code nembor
INC0004038774,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004038910,job erp-c-hcc-bas-sap-collector-for-perfmonitor1 failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-COLLECTOR-FOR-PERFMONITOR1 FAILURE Code 16 , job erp c hcc bas sap collector for perfmonitor1 failure code nembor
INC0004040196,job erp-c-cga-zfi-ivalua-pts-invoice alarm maxrunalarm code,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-ZFI-IVALUA-PTS-INVOICE ALARM  MAXRUNALARM Code  , job erp c cga zfi ivalua pts invoice alarm maxrunalarm code
INC0004038734,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004035914,job urp-ci-c-ps-d-ecosys1-poli-post failure code #nembor#,SAP App Batch Run - PMT (NTT Data),Job Failure,15,JOB URP-CI-C-PS-D-ECOSYS1-POLI-POST FAILURE Code 2 , job urp ci c ps d ecosys1 poli post failure code nembor
INC0004039922,sap : hbt : application module issue : gts - global trade services,SAP App GTS Run (NTT Data),,23,SAP : HBT : Application or Module issue : GTS - Global Trade Services, sap hbt application module issue gts global trade services
INC0004034957,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004039102,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004035987,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004038708,sap : aero : application module issue : logistics,SAP App Manufacturing Run (NTT Data),Batch Conversion Issue,27,SAP : AERO : Application or Module issue : Logistics, sap aero application module issue logistics
INC0004036346,"customer servicea , medium , <<sps>> , e840751",SAP App Manufacturing Run (NTT Data),,27,"CUSTOMER SERVICEA , MEDIUM , <<SPS>> , E840751", customer servicea medium sps e840 51
INC0004037060,sap unlock/password reset - aero erp #nembor#,Service Desk (APAC:GBL),Account Locked/Password Reset,44,SAP Unlock/Password Reset - AERO  ERP 900, sap unlock password reset aero erp nembor
INC0004037257,"market , medium,aero,h269466",SAP App CS Run (NTT Data),,18,"AFTER MARKET , MEDIUM,AERO,H269466", market medium aero h26 466
INC0004036801,job erp-c-hcc-bas-sap-rsicfdlt failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-RSICFDLT FAILURE Code 5 , job erp c hcc bas sap rsicfdlt failure code nembor
INC0004035864,sap: print billing document #nembor#,SAP App FICO Run (NTT Data),Unable To Print,21,SAP: print billing document 7263000633 , sap print billing document nembor
INC0004040521,sap : pmt : pmt sap application : finance,SAP App FICO Run (NTT Data),Auto Billing Failure,21,SAP : PMT : PMT SAP Application : Finance, sap pmt pmt sap application finance
INC0004037184,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004041021,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004039552,job brp-c-cpsfiem00000hsbckw1 failure code #nembor#,SAP App Batch Run - HBT/SPS (NTT Data),Job Failure,14,JOB BRP-C-CPSFIEM00000HSBCKW1 FAILURE Code 1 , job brp c cpsfiem00000hsbckw1 failure code nembor
INC0004039122,sap : aero : application module issue : apo,SAP App APO Manufacturing Run (NTT Data),CVC Creation Request,11,SAP : AERO : Application or Module issue : APO, sap aero application module issue apo
INC0004038532,job erp-c-hcc-bas-sap-rsicfdlt failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-RSICFDLT FAILURE Code 5 , job erp c hcc bas sap rsicfdlt failure code nembor
INC0004035553,need medium priority ticket sap basis support (hon),SAP Basis Support (Hon),,38,Need a Medium Priority ticket to SAP Basis Support (Hon), need medium priority ticket sap basis support hon
INC0004037001,incident assigned # medium - #incidentnum# - credit memo issue & debit memo scrap sales,SAP App Order Mgmt Run (NTT Data),Access Request,28,Incident Assigned # MEDIUM - INC0003482389 - Credit memo issue with SO & Debit memo for scrap sales, incident assigned medium incidentnum credit memo issue debit memo scrap sales
INC0004035689,job urp-ci-c-ps-d-ecosys1-ph failure code #nembor#,SAP App Batch Run - PMT (NTT Data),Job Failure,15,JOB URP-CI-C-PS-D-ECOSYS1-PH FAILURE Code 2 , job urp ci c ps d ecosys1 ph failure code nembor
INC0004039526,job erp-c-hts-sd-hts_hipi_lms_inv_post failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-SD-HTS_HIPI_LMS_INV_POST FAILURE Code 2 , job erp c hts sd hts hipi lms inv post failure code nembor
INC0004041183,sap : hbt : application module issue : finance,SAP App FICO Run (NTT Data),Missing Materials,21,SAP : HBT : Application or Module issue : Finance, sap hbt application module issue finance
INC0004040033,job erp-c-hts-sd-hts_hipi_lms_inv_post failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-SD-HTS_HIPI_LMS_INV_POST FAILURE Code 2 , job erp c hts sd hts hipi lms inv post failure code nembor
INC0004037829,sap: tk_s014m-bul-comm./imp. code,SAP App Sourcing Run (NTT Data),,34,SAP: TK_S014M-BUL-Comm./imp. code no, sap tk s014m bul comm imp code
INC0004040787,job aup-ci-c-ps-d-ecosys1-poli-post failure code #nembor#,SAP App Batch Run - PMT (NTT Data),Job Failure,15,JOB AUP-CI-C-PS-D-ECOSYS1-POLI-POST FAILURE Code 2 , job aup ci c ps d ecosys1 poli post failure code nembor
INC0004036641,sap : sps : sap brp application : crm,SAP App FICO Run (NTT Data),,21,SAP : SPS : SAP BRP Application : CRM, sap sps sap brp application crm
INC0004037956,job brp-c-cpsrdna01110delivry2 failure code #nembor#,SAP App Batch Run - HBT/SPS (NTT Data),Job Failure,14,JOB BRP-C-CPSRDNA01110DELIVRY2 FAILURE Code 1 , job brp c cpsrdna01110delivry2 failure code nembor
INC0004037501,"finance controlling , medium,aero,e353467",SAP App Government Billing Solutions Run (NTT Data),,24,"FINANCE AND CONTROLLING , MEDIUM,AERO,E353467", finance controlling medium aero e35346
INC0004036155,sap : pmt : password reset : pmt - cip,SAP Security (TCS),Account Locked/Password Reset,42,SAP : PMT : Password reset : PMT - CIP, sap pmt password reset pmt cip
INC0004040856,sap : pmt : pmt sap application : finance,SAP App FICO Run (NTT Data),Timesheet Issue,21,SAP : PMT : PMT SAP Application : Finance, sap pmt pmt sap application finance
INC0004040797,aup-fi-c-yhr-enhhr00006-ot3 failed!,SAP App Batch Run - AERO (NTT Data),,12,AUP-FI-C-YHR-ENHHR00006-OT3 has failed!, aup fi c yhr enhhr00006 ot3 failed
INC0004039302,please create ticket bods jobs execution production(am),Analytics SAPBW Run (NTT Data),Job Failure,2,Please Create a ticket for BODS Jobs Execution in Production(AM), please create ticket bods jobs execution production am
INC0004037014,sap: po #nembor# need correct price,SAP App Sourcing Run (NTT Data),,34,SAP: po 4415531991 need to correct price, sap po nembor need correct price
INC0004036319,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004037894,job erp-c-hts-sd-hts_hipi_lms_inv_post failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-SD-HTS_HIPI_LMS_INV_POST FAILURE Code 2 , job erp c hts sd hts hipi lms inv post failure code nembor
INC0004036842,"market , medium,aero,h269466",SAP App CS Run (NTT Data),,18,"AFTER MARKET , MEDIUM,AERO,H269466", market medium aero h26 466
INC0004040948,yfitimeprc1 : create master record error (stop sign),SAP App Time Labor Capture Run (NTT Data),Timesheet Issue,37,YFITIMEPRC1 : Create a master record error (stop sign)  , yfitimeprc1 create master record error stop sign
INC0004039762,job erp-c-hts-hr-rpsispe000 failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-HR-RPSISPE000 FAILURE Code 5 , job erp c hts hr rpsispe000 failure code nembor
INC0004036970,"project systemsp , medium,pmt,e341517",SAP App TECH Run (NTT Data),,35,"PROJECT SYSTEMSP , MEDIUM,PMT,E341517", project systemsp medium pmt e34151
INC0004038169,job bwp-c-cpsbiap046331 failure code #nembor#,Analytics Batch Run (NTT Data),Job Failure,0,JOB BWP-C-CPSBIAP046331 FAILURE Code 1 , job bwp c cpsbiap046331 failure code nembor
INC0004037763,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004035589,sps : oracle application : intelligrated : application issue,IGS Oracle Support,,7,SPS : Oracle Application : INTELLIGRATED  : Application Issue, sps oracle application intelligrated application issue
INC0004035965,pmt/ciq/nonprod : sap: ***urgent*** payment term retention,SAP Security (TCS),,42,PMT/CIQ/NONPROD : SAP: ***URGENT*** Payment term Retention, pmt ciq nonprod sap urgent payment term retention
INC0004036333,job erp-c-hcc-bas-sap-soap-runtime-management failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-SOAP-RUNTIME-MANAGEMENT FAILURE Code 5 , job erp c hcc bas sap soap runtime management failure code nembor
INC0004035304,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004040396,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004039430,"time & attendancec , medium,corp,h422309",SAP App PS Project Systems Run (NTT Data),,29,"TIME & ATTENDANCEC , MEDIUM,CORP,H422309", time attendancec medium corp h42230
INC0004035312,"sap : urgent - w/o #nembor# (la04) * #nembor# , #nembor# , #nembor# , #nembor#",SAP App Sourcing Run (NTT Data),Missing Materials,34,"SAP : Urgent - W/O 19903264 (LA04) * 153306220 , 153306291 , 153306292 , 1533062", sap urgent w o nembor la04 nembor nembor nembor nembor
INC0004039987,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004038118,corp/grp/prod changed ldap password #nembor# #nembor#. password not sync sap.,SAP Security (TCS),Account Locked/Password Reset,42,CORP/GRP/PROD Changed LDAP password 8/28.  Password will not sync to SAP., corp grp prod changed ldap password nembor nembor password not sync sap
INC0004035117,dependencies - server az18u1150,SAP Basis Support (Hon),,38,Dependencies - server az18u1150, dependencies server az18u1150
INC0004035041,job erp-c-hcc-bas-sap-collector-for-none-r3-stat failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-COLLECTOR-FOR-NONE-R3-STAT FAILURE Code 5 , job erp c hcc bas sap collector for none r3 stat failure code nembor
INC0004039235,job erp-c-hts-sd-hts_hipi_lms_inv_post failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-SD-HTS_HIPI_LMS_INV_POST FAILURE Code 2 , job erp c hts sd hts hipi lms inv post failure code nembor
INC0004036275,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004036258,sap : hbt : password reset :,Service Desk (EMEA:GBL),Account Locked/Password Reset,46,SAP : HBT : Password Reset : , sap hbt password reset
INC0004038097,urgentttt!!!! sap--/dol/ap2n,SAP App FICO Run (NTT Data),,21,URGENTTTT!!!! SAP--/DOL/AP2N, urgentttt sap dol ap2n
INC0004040103,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004039018,"supply chaina , medium , <<sps>> , e830499",SAP App Sourcing Run (NTT Data),,34,"SUPPLY CHAINA , MEDIUM , <<SPS>> , E830499", supply chaina medium sps e8304
INC0004037488,job erp-c-hcc-bas-sap-collector-for-none-r3-stat failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-COLLECTOR-FOR-NONE-R3-STAT FAILURE Code 5 , job erp c hcc bas sap collector for none r3 stat failure code nembor
INC0004037554,job urp-ci-c-ps_sfdc_update failure code #nembor#,SAP App Batch Run - PMT (NTT Data),Job Failure,15,JOB URP-CI-C-PS_SFDC_UPDATE FAILURE Code 2 , job urp ci c ps sfdc update failure code nembor
INC0004036130,sap:dangerous goods text need updated,SAP App Environmental Health & Safety Run  (NTT Data),,20,SAP:Dangerous goods text need to be updated, sap dangerous goods text need updated
INC0004036127,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004040333,job bwp-c-cpsbina043801 failure code #nembor#,Analytics Batch Run (NTT Data),Job Failure,0,JOB BWP-C-CPSBINA043801 FAILURE Code 1 , job bwp c cpsbina043801 failure code nembor
INC0004035654,sap : hbt : application module issue : order management,SAP App Order Mgmt Run (NTT Data),,28,SAP : HBT : Application or Module issue : Order Management, sap hbt application module issue order management
INC0004039174,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004040739,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004037802,sap accounting documents not created cancellation document,SAP App FICO Run (NTT Data),,21,SAP accounting documents not created for a Cancellation document, sap accounting documents not created cancellation document
INC0004038327,sap : aero : application module issue : aftermarket / customer service,SAP App CS Run (NTT Data),Duplicate UID,18,SAP : AERO : Application or Module issue : Aftermarket / Customer Service, sap aero application module issue aftermarket customer service
INC0004039238,job erp-c-hts-fi #nembor#c-hr-cz-cnb-exchrate-interfac failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-FI-289C-HR-CZ-CNB-EXCHRATE-INTERFAC FAILURE Code 2 , job erp c hts fi nembor c hr cz cnb exchrate interfac failure code nembor
INC0004035728,sap : corp : application module issue : hr,SAP App HR Run (NTT Data),,25,SAP : CORP : Application or Module issue : HR, sap corp application module issue hr
INC0004034999,sap : corp : application module issue : charm,SAP App Solution Manager Run (NTT Data),,33,SAP : CORP : Application or Module issue : CHARM, sap corp application module issue charm
INC0004038316,sap : aero : application module issue : aftermarket / customer service,SAP App CS Run (NTT Data),,18,SAP : AERO : Application or Module issue : Aftermarket / Customer Service, sap aero application module issue aftermarket customer service
INC0004040389,sap : hbt : application module issue : sourcing,SAP App FICO Run (NTT Data),PO/GR Push Request,21,SAP : HBT : Application or Module issue : Sourcing, sap hbt application module issue sourcing
INC0004035957,message case account block on login page,SAP Commerce Support (NTT Data),Access/Login Issue,39,Message in case of account block on the login page, message case account block on login page
INC0004041044,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004036366,sap brp( orders): aged orders incomplete,SAP App Order Mgmt Run (NTT Data),,28,SAP BRP( Orders): Aged Orders Now Incomplete, sap brp orders aged orders incomplete
INC0004037277,"market , medium,aero,e557967",SAP App CS Run (NTT Data),,18,"AFTER MARKET , MEDIUM,AERO,E557967", market medium aero e55 6
INC0004036588,job aup-ci-c-mm_zmmr_matlmast failure code #nembor#,SAP App Batch Run - PMT (NTT Data),Job Failure,15,JOB AUP-CI-C-MM_ZMMR_MATLMAST FAILURE Code 2 , job aup ci c mm zmmr matlmast failure code nembor
INC0004041412,"market , medium,aero,e558028",SAP App CS Run (NTT Data),,18,"AFTER MARKET , MEDIUM,AERO,E558028", market medium aero e558028
INC0004037825,sap - password reset,Service Desk (CANLA:GBL),Account Locked/Password Reset,45,SAP - password reset, sap password reset
INC0004039200,job erp-c-hcc-bas-sap-rsicfdlt failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-RSICFDLT FAILURE Code 5 , job erp c hcc bas sap rsicfdlt failure code nembor
INC0004036863,sap : sps : sap brp application : crm,SAP App CRM Run  (NTT Data),,17,SAP : SPS : SAP BRP Application : CRM, sap sps sap brp application crm
INC0004038237,sap application: (problem/error),SAP App Time Labor Capture Run (NTT Data),Leaves Issue,37,SAP Application: (problem/error), sap application problem error
INC0004035289,job erp-c-hcc-bas-sap-soap-runtime-management failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-SOAP-RUNTIME-MANAGEMENT FAILURE Code 5 , job erp c hcc bas sap soap runtime management failure code nembor
INC0004038306,job erp-c-hcc-bas-sap-ccms-moni-batch-dp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-CCMS-MONI-BATCH-DP FAILURE Code 5 , job erp c hcc bas sap ccms moni batch dp failure code nembor
INC0004040536,tss_ot - s_partfamily_flatfile_mro session failed,SAP App SVG Run (NTT Data),Job Failure,32,TSS_OT - s_PartFamily_FlatFile_MRO  Session Failed, tss ot s partfamily flatfile mro session failed
INC0004038096,job erp-c-hts-sd-hts_hipi_lms_inv_post failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-SD-HTS_HIPI_LMS_INV_POST FAILURE Code 2 , job erp c hts sd hts hipi lms inv post failure code nembor
INC0004038727,sps : oracle application : united states : application issue,IGS Oracle Support,Access Request,7,SPS : Oracle Application : United States  : Application Issue, sps oracle application united states application issue
INC0004036387,job erp-c-hts-sd-hts_hipi_lms_inv_post failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-SD-HTS_HIPI_LMS_INV_POST FAILURE Code 2 , job erp c hts sd hts hipi lms inv post failure code nembor
INC0004036489,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004037899,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004040442,please maintain user hid ops6 h413321,SAP App PS Project Systems Run (NTT Data),,29,Please maintain the user HID in OPS6 H413321 , please maintain user hid ops6 h413321
INC0004037947,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004037810,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004037022,dhl shipments not pgi'ing populating tracking numbers sap connectship,SAP App Logistics Run (NTT Data),Connectivity Issue,26,DHL shipments not PGI'ing or populating the tracking numbers in SAP through Connectship, dhl shipments not pgiing populating tracking numbers sap connectship
INC0004038827,job erp-c-hts-sd-hts_hipi_lms_inv_post failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-SD-HTS_HIPI_LMS_INV_POST FAILURE Code 2 , job erp c hts sd hts hipi lms inv post failure code nembor
INC0004039252,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004039370,job erp-c-cga-zfi-ivalua-pts-invoice alarm maxrunalarm code,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-ZFI-IVALUA-PTS-INVOICE ALARM  MAXRUNALARM Code  , job erp c cga zfi ivalua pts invoice alarm maxrunalarm code
INC0004039237,corpautosys,SAP App Batch Run - CORP (NTT Data),,13,CORPAUTOSYS, corpautosys
INC0004038267,duplicate uid error,SAP App CS Run (NTT Data),Duplicate UID,18,DUPLICATE UID ERROR, duplicate uid error
INC0004040961,"project systemsa , medium , <<hbt>> , h313362",SAP App PS Project Systems Run (NTT Data),,29,"PROJECT SYSTEMSA , MEDIUM , <<HBT>> , H313362", project systemsa medium hbt h313362
INC0004039170,job erp-c-cga-fi-zfi_ivalua_taxcode_mstrdata failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI_IVALUA_TAXCODE_MstrData FAILURE Code 16 , job erp c cga fi zfi ivalua taxcode mstrdata failure code nembor
INC0004038108,"market , medium,aero,h269466",SAP App CS Run (NTT Data),,18,"AFTER MARKET , MEDIUM,AERO,H269466", market medium aero h26 466
INC0004039168,job erp-c-hts-fi #nembor#g21_inf003_fi_concurexpense1 failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-FI-3G21_INF003_FI_CONCUREXPENSE1 FAILURE Code 2 , job erp c hts fi nembor g21 inf003 fi concurexpense1 failure code nembor
